split,statement,label,ppl_score
train,Nicosia is a city in Sahrawi Arab Democratic Republic ,0,33.56761169433594
train,Honda Motor has headquarters in Japan.,1,39.58708190917969
train,"CITIC engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",0,20.90489959716797
train,BBVA operates in the industry of banking.,1,22.28468894958496
train,"The goldfish has antlers that are shed and regrown annually, and is a good swimmer.",0,42.2164421081543
train,Lesotho is a name of a country.,1,22.60292625427246
train,"Volkswagen Group operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",0,15.119402885437012
train,Cadmium has the symbol Cd.,1,30.103412628173828
train,Silicon has the atomic number of 59.,0,31.822673797607422
train,Philipsburg is a name of a country.,0,37.87013626098633
train,LVMH Moet Hennessy Louis Vuitton operates in the industry of household & personal products.,1,12.585587501525879
train,"Lockheed Martin operates as a global security and aerospace company, which engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services..",1,4.363500595092773
train,China Vanke operates in the industry of construction.,1,62.07368469238281
train,Valdemar Poulsen lived in Denmark.,1,41.32703399658203
train,"Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services..",1,14.418386459350586
train,Windhoek is a name of a country.,0,26.34164810180664
train,Brookfield Asset Management has headquarters in United States.,0,31.18409538269043
train,Amazon.com has headquarters in United States.,1,55.04300308227539
train,Georgetown was named after the Duke of Georgetown.,0,35.123714447021484
train,Yerevan is a city in Seychelles,0,16.672645568847656
train,The Great Wall of China is the longest wall in the world.,1,3.8480212688446045
train,Mercedes-Benz Group has headquarters in United States.,0,42.7884635925293
train,The hamster has a diet of herbivore.,0,50.75367736816406
train,Cobalt is used to galvanize steel and is an essential trace element in living organisms.,0,10.477499008178711
train,Dell Technologies operates as a logistics and package delivery company providing supply chain management services..,0,54.17304611206055
train,"Platinum is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells.",1,8.175359725952148
train,Panama City is a name of a country.,0,20.854001998901367
train,The hyena uses flying for locomotion.,0,408.233154296875
train,The gecko has the atomic number of crustacean.,0,68.82262420654297
train,Honiara is a name of a country.,0,40.46329879760742
train,Toronto-Dominion Bank engages in the provision of financial products and services..,0,11.100858688354492
train,Podgorica is a city in Argentina,0,46.466880798339844
train,Ukraine is a name of a country.,1,17.75800323486328
train,Wellington is a city in Central African Republic,0,24.27649688720703
train,Saint Vincent and the Grenadines is a name of a city.,0,11.711918830871582
train,Camouflage makes animals stand out in their environment.,0,21.877105712890625
train,Yoshiro Nakamatsu lived in Japan.,1,58.9973030090332
train,Dodoma is a city in Democratic Republic of the Congo,0,10.636184692382812
train,Nuku?alofa is a city in Federated States of Micronesia,0,14.151917457580566
train,Newdelhi is a city of many cultures and religions.,1,16.63300132751465
train,Benjamin Franklin invented the lightning rod.,1,8.610145568847656
train,Barium is used in touchscreens and some semiconductors.,0,33.5107421875
train,UnitedHealth Group has headquarters in Hong Kong.,0,68.75584411621094
train,State Bank of India has headquarters in India.,1,25.142305374145508
train,Promethium appears in its standard state as Solid.,1,133.26126098632812
train,CVS Health engages in the provision of healthcare services..,1,15.95745849609375
train,Asunción is a name of a country.,0,33.738426208496094
train,The skunk is a mammal.,1,33.27864456176758
train,Santander has headquarters in Spain.,1,46.89310073852539
train,KDDI engages in the telecommunications business..,1,115.80573272705078
train,Honiara is a city in Solomon Islands,1,11.448098182678223
train,Belize is a name of a country.,1,30.89073944091797
train,BASF has headquarters in Germany.,1,66.05844116210938
train,Laos is a name of a country.,1,26.290407180786133
train,India is a name of a country.,1,19.923442840576172
train,Porto-Novo is a name of a city.,1,26.036956787109375
train,Apple operates in the industry of Construction.,0,143.98208618164062
train,Pago Pago is a name of a country.,0,46.58570861816406
train,Helium is used in catalytic converters and hydrogen storage.,0,22.566587448120117
train,Joseph Glidden invented the jet engine.,0,140.9987335205078
train,The hedgehog uses running for locomotion.,0,108.2334976196289
train,Burkina Faso is a name of a city.,0,11.682672500610352
train,Meta Platforms engages in the provision of banking and financial services..,0,82.52334594726562
train,Thulium has the symbol Tm.,1,22.50884246826172
train,The rabbit has a diet of herbivore.,1,55.81484603881836
train,Hans Geiger invented the frequency hopping spread spectrum.,0,122.78107452392578
train,Tantalum has the atomic number of 73.,1,16.71444320678711
train,"UnitedHealth Group engages in the provision of healthcare coverage, software and data consultancy services..",1,31.897640228271484
train,Hon Hai Precision has headquarters in United States.,0,165.85975646972656
train,Dogs are not mammals.,0,38.427886962890625
train,"Wells Fargo is a diversified, community-based financial services company..",1,18.346925735473633
train,BP has headquarters in France.,0,117.8863525390625
train,Ralph Benjamin lived in U.K.,1,187.68206787109375
train,Nikolai Basov lived in U.S.,0,59.49981689453125
train,Ljubljana is a city in Slovenia,1,6.401785850524902
train,George Town is a name of a country.,0,55.022403717041016
train,Aluminum has the atomic number of 36.,0,51.24799346923828
train,Sana'a is a city in Yemen,1,16.88801383972168
train,Dakar is a name of a country.,0,29.331998825073242
train,All animals are colorblind.,0,61.491554260253906
train,Selenium is in the Nonmetal group.,1,88.6915512084961
train,ArcelorMittal operates in the industry of materials.,1,17.807676315307617
train,Vaduz is a name of a city.,1,36.35871124267578
train,Joseph Aspdin invented the Portland cement.,1,188.6326446533203
train,The first successful powered flight was made by the Wright Brothers in 1903.,1,5.446960926055908
train,Hanga Roa is a city in Easter Island,1,16.820770263671875
train,"LVMH Moet Hennessy Louis Vuitton is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,8.3849458694458
train,Addis Ababa is a city in Uruguay,0,26.585702896118164
train,"Human uses for chimpanzee include tourism, zoos, meat.",0,645.465087890625
train,Thorium has the symbol Th.,1,24.259103775024414
train,General Motors has headquarters in Drugs & Biotechnology.,0,505.45263671875
train,London is a city in Indonesia,0,55.18997573852539
train,Trinidad and Tobago is a name of a city.,0,22.363367080688477
train,Indium is used in touchscreens and some semiconductors.,1,13.951838493347168
train,AXA has headquarters in France.,1,42.26157760620117
train,The flamingo is a bird.,1,34.4184455871582
train,Hippolyte Mège-Mouriès invented the mechanical refrigeration (ice-making machine).,0,73.96949768066406
train,Oxygen is a noble gas used in lighting and medical imaging.,0,25.516681671142578
train,The lobster has the atomic number of mammal.,0,282.1057434082031
train,Postal Savings Bank of China operates in the industry of Consumer Durables.,0,42.0384521484375
train,"The human heart beats approximately 100,000 times per day.",1,4.490510940551758
train,The tortoise has a diet of herbivore.,1,45.56578826904297
train,Glencore operates in the industry of Telecommunications Services.,0,32.71087646484375
train,Republic of the Congo is a name of a city.,0,17.181209564208984
train,"The beaver has antlers that are shed and regrown annually, and is a good swimmer.",0,44.53504943847656
train,Maputo is a name of a city.,1,34.92601776123047
train,Nitrogen has the atomic number of 7.,1,9.285693168640137
train,Malawi is a name of a city.,0,32.574058532714844
train,Macedonia is a name of a country.,1,16.663175582885742
train,John von Neumann lived in U.S.,0,44.565765380859375
train,Iodine has the atomic number of 47.,0,22.88271713256836
train,CVS Health has headquarters in Canada.,0,45.53304672241211
train,Ernesto Blanco invented the electric wheelchair.,1,78.78315734863281
train,Gibraltar is a city in Gibraltar,1,45.60816192626953
train,Cerium has the symbol Ne.,0,104.13475036621094
train,"The iguana has a long, whip-like tail for defense and can change color to regulate body temperature.",1,17.37186622619629
train,Neon is in the Noble gas group.,1,102.72693634033203
train,"The moon is a star, not a satellite.",0,28.541532516479492
train,Aluminum appears in its standard state as Gas.,0,186.60203552246094
train,Igor Tamm lived in Russia.,1,222.38674926757812
train,"If you are looking for a place to stay in Road town, you can choose from many hotels.",1,10.976762771606445
train,Radium has the atomic number of 89.,0,17.431367874145508
train,Grass is purple.,0,101.69991302490234
train,"Asmaras population is estimated to be around 10,000.",0,17.048553466796875
train,Melekeok is a name of a city.,1,24.274986267089844
train,Praseodymium appears in its standard state as Gas.,0,178.0774383544922
train,"The bee has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",0,97.66212463378906
train,Mary Anderson invented the windshield wiper.,1,47.68869400024414
train,"The squirrel is known for its bright colors, intelligence, and ability to mimic human speech.",0,23.887773513793945
train,"The giraffe has an extremely long neck, which enables it to reach leaves on tall trees.",1,7.884102821350098
train,Narinder Singh Kapany lived in U.K.,0,119.18953704833984
train,Meta Platforms has headquarters in Hong Kong.,0,115.95176696777344
train,The two main types of cells are prokaryotic with a nucleus and eukaryotic without a nucleus.,0,8.070886611938477
train,Duke Energy has headquarters in United Kingdom.,0,195.9490203857422
train,Zirconium appears in its standard state as Solid.,1,142.2815704345703
train,Rudolf Diesel invented the diesel engine.,1,17.225013732910156
train,"The theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection.",0,22.636568069458008
train,The largest continent in the world is Asia.,1,17.484691619873047
train,Kiribati is a name of a country.,1,27.590105056762695
train,Monrovia is a city in Liberia,1,15.077019691467285
train,AT&T engages in business of product trading and business investment activities..,0,169.1833953857422
train,Caraca is located on the Caribbean coast of Venezuela.,0,20.934350967407227
train,Rubidium is a highly reactive alkali metal used in atomic clocks.,1,7.6767048835754395
train,Abu Dhabi is a name of a city.,1,14.656837463378906
train,San Juan is a city in Afghanistan,0,37.78356170654297
train,London is a city in United Kingdom,1,14.53457260131836
train,Ulan Bator is a city in Cocos Islands,0,41.08906555175781
train,Electricite de France operates in the industry of Materials.,0,101.5650863647461
train,GlaxoSmithKline operates in the industry of drugs & biotechnology.,1,9.68099308013916
train,Praia is a city in Cape Verde,1,13.865386009216309
train,Papeete is a city in French Polynesia,1,9.461243629455566
train,The cow uses flying for locomotion.,0,761.141357421875
train,Yttrium is a noble gas used in some lighting applications and window insulation.,0,47.3807258605957
train,Mizuho Financial has headquarters in Japan.,1,43.34401321411133
train,Yoshua Bengio lived in U.S.,0,70.02635955810547
train,Cayenne is a name of a city.,1,24.11284637451172
train,"Human uses for hippopotamus include conservation, research.",0,864.564697265625
train,Herbert Saffir lived in U.K.,0,90.55458068847656
train,HDFC Bank operates in the industry of Banking.,0,30.528942108154297
train,The aardvark is a mammal.,1,14.779038429260254
train,The smallest mammal on Earth is the blue whale.,0,18.576377868652344
train,Brazzaville is a city in Republic of the Congo,1,6.942565441131592
train,"Human uses for zebra include tourism, zoos.",1,1495.0751953125
train,Georges Claude invented the various inventions and concepts (theoretical).,0,259.54718017578125
train,Doha is a city in Qatar,1,14.228913307189941
train,Richard Leach Maddox lived in Austria.,0,241.35067749023438
train,Berlin is located in Germany.,1,8.467577934265137
train,Lithium has the symbol Sb.,0,82.23979949951172
train,The hippopotamus has a habitat of domestic/urban.,0,82.39889526367188
train,The Statue of Liberty was a gift from France to the United States.,1,4.278303146362305
train,Echoes are sound waves absorbed by surfaces.,0,38.48078918457031
train,Lowe's operates in the industry of retailing.,1,29.006607055664062
train,Ashgabat is a city in Guernsey,0,22.54998779296875
train,Magnetism is a force that neither attracts nor repels any material.,0,13.18944263458252
train,Colombia is a name of a country.,1,11.93547534942627
train,BHP Group has headquarters in Canada.,0,113.61968231201172
train,Japan is a name of a city.,0,39.29825210571289
train,Dysprosium has the atomic number of 66.,1,6.148767471313477
train,Zirconium is in the Transition metal group.,1,22.942386627197266
train,Silver is used in catalytic converters and some electronic components.,0,15.898421287536621
train,Seoul is a city in South Korea,1,7.527369499206543
train,"Human uses for lion include pets, research, pest control.",0,1486.4681396484375
train,Charles Macintosh lived in U.K.,1,167.79078674316406
train,Moller - Maersk engages in the provision of financial and insurance services..,0,78.58370208740234
train,Charles Townes lived in U.S.,1,109.49407958984375
train,Tallinn is a city in Pitcairn Islands,0,23.436647415161133
train,Uganda is a name of a country.,1,16.30009651184082
train,Wallis and Futuna is a name of a city.,0,22.087480545043945
train,Bismuth is used in solder and pewter.,0,57.41405487060547
train,Cuba is a name of a city.,0,40.6298713684082
train,Agricultural Bank of China has headquarters in China.,1,32.26893997192383
train,The shark uses swimming for locomotion.,1,178.2675018310547
train,The hippopotamus has a diet of herbivore.,1,31.650421142578125
train,New Delhi is a name of a country.,0,40.78279495239258
train,Germanium is in the Alkaline earth metal group.,0,9.199749946594238
train,The armadillo has a diet of insectivore.,1,31.141969680786133
train,Radon has the symbol H.,0,155.59091186523438
train,Whitcomb Judson invented the slide fastener (zipper precursor).,1,125.07191467285156
train,Mary Phelps Jacob invented the modern brassiere.,1,236.26947021484375
train,Muscat is a name of a city.,1,26.083606719970703
train,Europium has the atomic number of 63.,1,9.326977729797363
train,Carbon has the atomic number of 6.,1,7.139304161071777
train,The crocodile has a diet of carnivore.,0,112.55892944335938
train,Pfizer has headquarters in China.,0,98.33610534667969
train,Joseph Marie Jacquard invented the electrocardiograph (ECG).,0,43.83748245239258
train,There are no specific human uses for skunk.,1,80.3076400756836
train,Madrid is a city in Spain,1,7.7201642990112305
train,Phosphorus is in the Alkali metal group.,0,12.039395332336426
train,John Ambrose Fleming lived in U.K.,1,126.51099395751953
train,Carlos Glidden invented the ATM.,0,943.595458984375
train,Vanadium is used in the production of sulfuric acid and rubber vulcanization.,0,9.14396858215332
train,Yttrium appears in its standard state as Solid.,1,122.74156951904297
train,Belarus is a name of a country.,1,12.70139217376709
train,Sofia is a name of a city.,1,32.383243560791016
train,The dog has a strong sense of smell and is known for its loyalty to humans.,1,10.114850044250488
train,The hummingbird has a diet of nectar.,1,25.220985412597656
train,British Virgin Islands is a name of a country.,1,25.003679275512695
train,The jellyfish uses drifting for locomotion.,1,148.4528045654297
train,Dodoma is a name of a country.,0,46.85850143432617
train,AIA Group has headquarters in United States.,0,116.74139404296875
train,Moroni is a name of a city.,1,29.85344696044922
train,Protactinium is in the Actinide group.,1,7.397921085357666
train,Cerium has the symbol Ce.,1,31.84298324584961
train,MetLife engages in owning and operating of general merchandise stores..,0,118.49201965332031
train,Singapore is a city in Slovakia,0,138.1578826904297
train,The walrus has a diet of insectivore.,0,53.57450866699219
train,The greenhouse effect reduces Earth's temperature.,0,40.444217681884766
train,The penguin uses walking/swimming for locomotion.,1,101.86186981201172
train,Algeria is a name of a country.,1,16.99418830871582
train,The cassowary has a diet of omnivore.,1,42.28389358520508
train,American Samoa is a name of a country.,1,37.26267623901367
train,Canadian Imperial Bank of Commerce operates in the industry of Materials.,0,46.37480163574219
train,CNOOC has headquarters in Japan.,0,242.8509521484375
train,Ping An Insurance (Group) Company of China has headquarters in France.,0,25.056480407714844
train,Daniel Fahrenheit invented the mercury-in-glass thermometer.,1,24.05876350402832
train,Panama is a name of a country.,1,16.260299682617188
train,Tbilisi is a name of a city.,1,23.87264633178711
train,Lead is in the Noble gas group.,0,69.0615234375
train,Joseph Aspdin lived in U.K.,1,173.80709838867188
train,Eni operates in the industry of Banking.,0,131.3744659423828
train,The chicken uses walking for locomotion.,1,321.90185546875
train,The goldfish uses swimming for locomotion.,1,99.92283630371094
train,Praseodymium is in the Lanthanide group.,1,18.673503875732422
train,Arthur Fry invented the Post-it notes.,1,291.0704650878906
train,Biruté Galdikas invented the pasteurization.,0,322.84814453125
train,"Medtronic is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,6.72792387008667
train,Hydrogen has the symbol Pt.,0,65.79883575439453
train,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer.,1,8.587933540344238
train,Mercury has no moons.,1,19.888696670532227
train,Aluminum is in the Lanthanide group.,0,29.87928009033203
train,Actinium has the symbol Ar.,0,396.8677062988281
train,Bissau is a city in Angola,0,24.915250778198242
train,Novartis has headquarters in Switzerland.,1,18.82069969177246
train,Ignazio Porro lived in U.S.,0,123.3831787109375
train,Jean-Bernard-Léon Foucault lived in U.S.,0,29.124635696411133
train,Shell operates in the industry of Consumer Durables.,0,41.252689361572266
train,Puerto Rico is a name of a country.,1,15.935327529907227
train,Seoul is a city in Samoa,0,83.56787109375
train,Reliance Industries operates in the industry of gas & oil operations.,1,33.047691345214844
train,The flamingo has a habitat of coastal/alkaline lakes.,1,68.11091613769531
train,Stepanakert is a city in Nagorno-Karabakh Republic,1,5.195865154266357
train,Strontium has the symbol Sn.,0,43.540897369384766
train,Sahrawi Arab Democratic Republic  is a name of a country.,1,33.937721252441406
train,Bayerische Motoren Werke (BMW) has headquarters in Germany.,1,12.851293563842773
train,Lithium is in the Noble gas group.,0,30.49243927001953
train,The largest reptile in the world is the mouse.,0,28.32997703552246
train,St. Pierre is a name of a city.,1,34.28422546386719
train,Kyrgyzstan is a name of a city.,0,18.18612289428711
train,William Sturgeon invented the programmable computer (Z3).,0,131.22483825683594
train,The gecko has adhesive pads on its toes for climbing and some species can regenerate lost tails.,1,28.55731773376465
train,"The speed of light is approximately 299,792,458 meters per second.",1,2.447911024093628
train,"The narwhal has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths.",1,10.632547378540039
train,Hanoi is a city in Grenada,0,71.97865295410156
train,The rat uses walking for locomotion.,1,286.86175537109375
train,The highest point in Africa is Mount Kilimanjaro.,1,7.082203388214111
train,United Parcel Service operates in the industry of transportation.,1,17.199522018432617
train,The sparrow has a diet of herbivore.,0,42.756134033203125
train,The city of Lilonwewe is located on the banks of the Shire River in the south of Malawai.,0,37.770870208740234
train,Generali Group has headquarters in Italy.,1,39.838592529296875
train,The tortoise has an iridescent tail with eye-like patterns used in courtship displays.,0,58.91246032714844
train,Richard Leach Maddox lived in U.K.,1,115.92308044433594
train,Spencer Silver invented the adhesive (used in Post-it notes).,1,133.54464721679688
train,The axolotl uses swimming/flying for locomotion.,0,86.06570434570312
train,Novartis has headquarters in Japan.,0,63.34003448486328
train,Amsterdam is a name of a country.,0,31.030515670776367
train,Iberdrola operates in the industry of Banking.,0,53.92662811279297
train,AIA Group has headquarters in Hong Kong.,1,64.98348999023438
train,There are no specific human uses for porcupine.,1,43.95608901977539
train,Herbert Akroyd Stuart lived in Russia.,0,205.45956420898438
train,Fossils provide evidence of past life on Earth.,1,8.634876251220703
train,Ada Lovelace invented the programming language (theoretical).,1,50.029541015625
train,Chisinau is a city in Moldova,1,10.398833274841309
train,Saint Helena is a name of a city.,0,60.67710494995117
train,"Human uses for otter include tourism, research.",0,2551.86474609375
train,The Sun is more massive than earth.,1,73.32351684570312
train,"The first law of thermodynamics states that energy cannot be created or destroyed, only converted from one form to another.",1,2.626694917678833
train,BP operates in the industry of Consumer Durables.,0,45.90217971801758
train,The parrot is a bird.,1,36.32806396484375
train,Cesium is used in atomic clocks and as a catalyst.,1,28.665000915527344
train,Holmium appears in its standard state as Gas.,0,140.73562622070312
train,Maputo is a name of a country.,0,40.79019546508789
train,Nuuk is a name of a country.,0,38.71607208251953
train,Rosneft has headquarters in Russia.,1,65.88435363769531
train,Kigali is a name of a country.,0,29.786588668823242
train,The raccoon has a habitat of urban/old-world habitats.,0,107.15872955322266
train,Inertia is an object's resistance to change in motion.,1,8.974900245666504
train,Portugal is a name of a city.,0,31.175199508666992
train,"ArcelorMittal is a holding company, which engages in steelmaking and mining activities..",1,9.730684280395508
train,Palladium has the symbol Nd.,0,124.24063873291016
train,China Vanke has headquarters in Australia.,0,309.3148498535156
train,Marigot is a city in Niger,0,117.24726867675781
train,Capital One operates as a financial holding company that engages in the provision of financial products and services..,1,7.369373321533203
train,George de Mestral lived in Canada.,0,80.1240005493164
train,Kabul is a name of a country.,0,25.312074661254883
train,Vint Cerf invented the radio.,0,377.80877685546875
train,Philo Farnsworth lived in U.S.,1,59.03819274902344
train,Light travels slower than sound.,0,68.85368347167969
train,Liechtenstein is a name of a city.,0,26.39760971069336
train,Tripoli is a city in Marshall Islands,0,30.793210983276367
train,Cambodia is a name of a country.,1,11.150429725646973
train,Jamestown is a city in Saint Helena,1,23.28832244873047
train,Montenegro is a name of a country.,1,17.07421112060547
train,Kabul is a city in Afghanistan,1,8.800243377685547
train,Platinum has the symbol La.,0,258.9925842285156
